#nfr ene gross_mass volume density
# eV amu A3 g/cm3
165 -185826.97610552603 10016.819999999912 34770.90517779541 0.47836893655912227
166 -185825.95287585878 10016.819999999912 34770.90517779541 0.47836893655912227
167 -185827.07172632893 10016.819999999912 34770.90517779541 0.47836893655912227
168 -185823.4612654958 10016.819999999912 34770.90517779541 0.47836893655912227
169 -185824.52566598682 10016.819999999912 34770.90517779541 0.47836893655912227
170 -185827.19455851565 10016.819999999912 34770.90517779541 0.47836893655912227
171 -185822.9445757391 10016.819999999912 34770.90517779541 0.47836893655912227
172 -185822.2968359577 10016.819999999912 34770.90517779541 0.47836893655912227
173 -185821.68030763365 10016.819999999912 34770.90517779541 0.47836893655912227
174 -185823.4083121428 10016.819999999912 34770.90517779541 0.47836893655912227
175 -185823.2216692609 10016.819999999912 34770.90517779541 0.47836893655912227
176 -185827.8803942344 10016.819999999912 34770.90517779541 0.47836893655912227
177 -185828.4952354527 10016.819999999912 34770.90517779541 0.47836893655912227
178 -185824.71342453544 10016.819999999912 34770.90517779541 0.47836893655912227
179 -185823.19687969025 10016.819999999912 34770.90517779541 0.47836893655912227
180 -225432.1406672679 11530.079999999985 34770.90517779541 0.5506370393040552
181 -225435.4981438653 11530.079999999985 34770.90517779541 0.5506370393040552
182 -225436.94244248632 11530.079999999985 34770.90517779541 0.5506370393040552
183 -225436.20161256078 11530.079999999985 34770.90517779541 0.5506370393040552
184 -225432.9110487563 11530.079999999985 34770.90517779541 0.5506370393040552
185 -225434.31872085467 11530.079999999985 34770.90517779541 0.5506370393040552
186 -225434.59058979084 11530.079999999985 34770.90517779541 0.5506370393040552
187 -225435.7445429461 11530.079999999985 34770.90517779541 0.5506370393040552
188 -225438.75907447276 11530.079999999985 34770.90517779541 0.5506370393040552
189 -225436.86097160308 11530.079999999985 34770.90517779541 0.5506370393040552
190 -225434.69897273276 11530.079999999985 34770.90517779541 0.5506370393040552
191 -225436.35690792845 11530.079999999985 34770.90517779541 0.5506370393040552
192 -225436.11565179916 11530.079999999985 34770.90517779541 0.5506370393040552
193 -225437.16138528087 11530.079999999985 34770.90517779541 0.5506370393040552
194 -225435.54298822588 11530.079999999985 34770.90517779541 0.5506370393040552
195 -225435.87630046674 11530.079999999985 34770.90517779541 0.5506370393040552
196 -225433.5280940967 11530.079999999985 34770.90517779541 0.5506370393040552
197 -225438.75512882203 11530.079999999985 34770.90517779541 0.5506370393040552
198 -225435.29944634036 11530.079999999985 34770.90517779541 0.5506370393040552
199 -225437.4317303795 11530.079999999985 34770.90517779541 0.5506370393040552
200 -225407.43526138307 11530.079999999985 34770.90517779541 0.5506370393040552
201 -225412.28677901125 11530.079999999985 34770.90517779541 0.5506370393040552
202 -225413.50421632506 11530.079999999985 34770.90517779541 0.5506370393040552
203 -225412.68667750838 11530.079999999985 34770.90517779541 0.5506370393040552
204 -225410.52998485792 11530.079999999985 34770.90517779541 0.5506370393040552
205 -225409.97819241605 11530.079999999985 34770.90517779541 0.5506370393040552
206 -225409.84093819588 11530.079999999985 34770.90517779541 0.5506370393040552
207 -225411.1676292159 11530.079999999985 34770.90517779541 0.5506370393040552
208 -225408.7512855406 11530.079999999985 34770.90517779541 0.5506370393040552
209 -225411.72581633297 11530.079999999985 34770.90517779541 0.5506370393040552
210 -225411.24232446458 11530.079999999985 34770.90517779541 0.5506370393040552
211 -225413.85301184334 11530.079999999985 34770.90517779541 0.5506370393040552
212 -225409.2431313039 11530.079999999985 34770.90517779541 0.5506370393040552
213 -225407.42097540654 11530.079999999985 34770.90517779541 0.5506370393040552
214 -225412.1625046211 11530.079999999985 34770.90517779541 0.5506370393040552
215 -225410.53188965478 11530.079999999985 34770.90517779541 0.5506370393040552
216 -225411.51694175048 11530.079999999985 34770.90517779541 0.5506370393040552
217 -225409.58574983804 11530.079999999985 34770.90517779541 0.5506370393040552
218 -225411.37410919662 11530.079999999985 34770.90517779541 0.5506370393040552
219 -225408.712890278 11530.079999999985 34770.90517779541 0.5506370393040552
220 -225389.13138797376 11530.079999999985 34770.90517779541 0.5506370393040552
221 -225383.96930682167 11530.079999999985 34770.90517779541 0.5506370393040552
222 -225389.74688226526 11530.079999999985 34770.90517779541 0.5506370393040552
223 -225387.21393781016 11530.079999999985 34770.90517779541 0.5506370393040552
224 -225390.08335102667 11530.079999999985 34770.90517779541 0.5506370393040552
225 -225387.51655561005 11530.079999999985 34770.90517779541 0.5506370393040552
226 -225389.4069576581 11530.079999999985 34770.90517779541 0.5506370393040552
227 -225393.3195464862 11530.079999999985 34770.90517779541 0.5506370393040552
228 -225389.14085753536 11530.079999999985 34770.90517779541 0.5506370393040552
229 -225389.02123629188 11530.079999999985 34770.90517779541 0.5506370393040552
230 -225389.55387191955 11530.079999999985 34770.90517779541 0.5506370393040552
231 -225390.2782933806 11530.079999999985 34770.90517779541 0.5506370393040552
232 -225387.68219130358 11530.079999999985 34770.90517779541 0.5506370393040552
233 -225391.11877139387 11530.079999999985 34770.90517779541 0.5506370393040552
234 -225392.23797561196 11530.079999999985 34770.90517779541 0.5506370393040552
235 -225390.29089225133 11530.079999999985 34770.90517779541 0.5506370393040552
236 -225391.3296868301 11530.079999999985 34770.90517779541 0.5506370393040552
237 -225390.02381251878 11530.079999999985 34770.90517779541 0.5506370393040552
238 -225388.65167848772 11530.079999999985 34770.90517779541 0.5506370393040552
239 -225393.17353020038 11530.079999999985 34770.90517779541 0.5506370393040552
240 -278670.69516329136 13565.774999999798 34770.90517779541 0.6478548441871059
241 -278668.05149571534 13565.774999999798 34770.90517779541 0.6478548441871059
242 -278669.8925635245 13565.774999999798 34770.90517779541 0.6478548441871059
243 -278670.2411685631 13565.774999999798 34770.90517779541 0.6478548441871059
244 -278672.865053463 13565.774999999798 34770.90517779541 0.6478548441871059
245 -278672.40784779144 13565.774999999798 34770.90517779541 0.6478548441871059
246 -278670.55143276183 13565.774999999798 34770.90517779541 0.6478548441871059
247 -278673.3773349755 13565.774999999798 34770.90517779541 0.6478548441871059
248 -278672.0207930674 13565.774999999798 34770.90517779541 0.6478548441871059
249 -278669.19804737426 13565.774999999798 34770.90517779541 0.6478548441871059
250 -278671.13084475836 13565.774999999798 34770.90517779541 0.6478548441871059
251 -278673.7748116596 13565.774999999798 34770.90517779541 0.6478548441871059
252 -278670.7344021069 13565.774999999798 34770.90517779541 0.6478548441871059
253 -278672.9407555329 13565.774999999798 34770.90517779541 0.6478548441871059
254 -278671.3607265292 13565.774999999798 34770.90517779541 0.6478548441871059
255 -278671.4269046147 13565.774999999798 34770.90517779541 0.6478548441871059
256 -278673.8400373467 13565.774999999798 34770.90517779541 0.6478548441871059
257 -278674.1053483393 13565.774999999798 34770.90517779541 0.6478548441871059
258 -278673.6939666381 13565.774999999798 34770.90517779541 0.6478548441871059
259 -278673.8675208444 13565.774999999798 34770.90517779541 0.6478548441871059
260 -278639.5283598866 13565.774999999798 34770.90517779541 0.6478548441871059
261 -278639.8024329448 13565.774999999798 34770.90517779541 0.6478548441871059
262 -278643.61896558787 13565.774999999798 34770.90517779541 0.6478548441871059
263 -278640.3382795158 13565.774999999798 34770.90517779541 0.6478548441871059
264 -278641.9294379755 13565.774999999798 34770.90517779541 0.6478548441871059
265 -278635.72219478077 13565.774999999798 34770.90517779541 0.6478548441871059
266 -278640.28791124426 13565.774999999798 34770.90517779541 0.6478548441871059
267 -278641.0798441487 13565.774999999798 34770.90517779541 0.6478548441871059
268 -278638.1915734432 13565.774999999798 34770.90517779541 0.6478548441871059
269 -278639.6788932621 13565.774999999798 34770.90517779541 0.6478548441871059
270 -278643.82035703986 13565.774999999798 34770.90517779541 0.6478548441871059
271 -278635.3713311973 13565.774999999798 34770.90517779541 0.6478548441871059
272 -278638.11344956007 13565.774999999798 34770.90517779541 0.6478548441871059
273 -278637.56617420795 13565.774999999798 34770.90517779541 0.6478548441871059
274 -278639.9871166071 13565.774999999798 34770.90517779541 0.6478548441871059
275 -278641.80935413856 13565.774999999798 34770.90517779541 0.6478548441871059
276 -278642.4712710509 13565.774999999798 34770.90517779541 0.6478548441871059
277 -278635.6501390363 13565.774999999798 34770.90517779541 0.6478548441871059
278 -278639.5033798362 13565.774999999798 34770.90517779541 0.6478548441871059
279 -278643.8692014739 13565.774999999798 34770.90517779541 0.6478548441871059
280 -278618.8211498435 13565.774999999798 34770.90517779541 0.6478548441871059
281 -278614.5835210352 13565.774999999798 34770.90517779541 0.6478548441871059
282 -278609.0400723383 13565.774999999798 34770.90517779541 0.6478548441871059
283 -278612.3488405586 13565.774999999798 34770.90517779541 0.6478548441871059
284 -278609.8483320731 13565.774999999798 34770.90517779541 0.6478548441871059
285 -278611.48158654367 13565.774999999798 34770.90517779541 0.6478548441871059
286 -278611.93141793023 13565.774999999798 34770.90517779541 0.6478548441871059
287 -278609.2936552245 13565.774999999798 34770.90517779541 0.6478548441871059
288 -278611.6223782438 13565.774999999798 34770.90517779541 0.6478548441871059
289 -278609.9605518201 13565.774999999798 34770.90517779541 0.6478548441871059
290 -278611.50120595144 13565.774999999798 34770.90517779541 0.6478548441871059
291 -278610.4085328326 13565.774999999798 34770.90517779541 0.6478548441871059
292 -278611.5306214574 13565.774999999798 34770.90517779541 0.6478548441871059
293 -278614.71813575114 13565.774999999798 34770.90517779541 0.6478548441871059
294 -278609.31215896556 13565.774999999798 34770.90517779541 0.6478548441871059
295 -278604.40085792704 13565.774999999798 34770.90517779541 0.6478548441871059
296 -278610.03941041057 13565.774999999798 34770.90517779541 0.6478548441871059
297 -278612.92259258725 13565.774999999798 34770.90517779541 0.6478548441871059
298 -278613.4616773129 13565.774999999798 34770.90517779541 0.6478548441871059
299 -278607.2848292339 13565.774999999798 34770.90517779541 0.6478548441871059
300 -344153.09218165954 16069.859999999717 37932.018210219416 0.703485645738802
301 -344151.7140883354 16069.859999999717 37932.018210219416 0.703485645738802
302 -344153.6288717833 16069.859999999717 37932.018210219416 0.703485645738802
303 -344155.86254543875 16069.859999999717 37932.018210219416 0.703485645738802
304 -344155.50691986317 16069.859999999717 37932.018210219416 0.703485645738802
305 -344154.2159301787 16069.859999999717 37932.018210219416 0.703485645738802
306 -344157.7700090245 16069.859999999717 37932.018210219416 0.703485645738802
307 -344156.1559930023 16069.859999999717 37932.018210219416 0.703485645738802
308 -344155.9071993197 16069.859999999717 37932.018210219416 0.703485645738802
309 -344158.45053852344 16069.859999999717 37932.018210219416 0.703485645738802
310 -344159.2069333605 16069.859999999717 37932.018210219416 0.703485645738802
311 -344156.9388645159 16069.859999999717 37932.018210219416 0.703485645738802
312 -344156.83132512687 16069.859999999717 37932.018210219416 0.703485645738802
313 -344157.3654301693 16069.859999999717 37932.018210219416 0.703485645738802
314 -344159.43896483065 16069.859999999717 37932.018210219416 0.703485645738802
315 -344159.9010141286 16069.859999999717 37932.018210219416 0.703485645738802
316 -344161.33072744793 16069.859999999717 37932.018210219416 0.703485645738802
317 -344159.3770589324 16069.859999999717 37932.018210219416 0.703485645738802
318 -344159.1178705011 16069.859999999717 37932.018210219416 0.703485645738802
319 -344156.67717263737 16069.859999999717 37932.018210219416 0.703485645738802
320 -344119.43104675337 16069.859999999717 37932.018210219416 0.703485645738802
321 -344116.7601133707 16069.859999999717 37932.018210219416 0.703485645738802
322 -344117.29585109616 16069.859999999717 37932.018210219416 0.703485645738802
323 -344117.45215328503 16069.859999999717 37932.018210219416 0.703485645738802
324 -344117.43305089354 16069.859999999717 37932.018210219416 0.703485645738802
325 -344113.3571937623 16069.859999999717 37932.018210219416 0.703485645738802
326 -344118.6311137021 16069.859999999717 37932.018210219416 0.703485645738802
327 -344118.15458794794 16069.859999999717 37932.018210219416 0.703485645738802
328 -344118.8336480321 16069.859999999717 37932.018210219416 0.703485645738802
329 -344113.61140251026 16069.859999999717 37932.018210219416 0.703485645738802
330 -344119.00320216495 16069.859999999717 37932.018210219416 0.703485645738802
331 -344118.7009653244 16069.859999999717 37932.018210219416 0.703485645738802
332 -344114.56366488844 16069.859999999717 37932.018210219416 0.703485645738802
333 -344114.4593092313 16069.859999999717 37932.018210219416 0.703485645738802
334 -344116.8844966063 16069.859999999717 37932.018210219416 0.703485645738802
335 -344113.8454476229 16069.859999999717 37932.018210219416 0.703485645738802
336 -344116.5787494973 16069.859999999717 37932.018210219416 0.703485645738802
337 -344113.9007411549 16069.859999999717 37932.018210219416 0.703485645738802
338 -344120.33359393314 16069.859999999717 37932.018210219416 0.703485645738802
339 -344119.16040232946 16069.859999999717 37932.018210219416 0.703485645738802
340 -344079.0489177252 16069.859999999717 37932.018210219416 0.703485645738802
341 -344079.39096482034 16069.859999999717 37932.018210219416 0.703485645738802
342 -344081.75479052466 16069.859999999717 37932.018210219416 0.703485645738802
343 -344079.55420591205 16069.859999999717 37932.018210219416 0.703485645738802
344 -344079.3338209142 16069.859999999717 37932.018210219416 0.703485645738802
345 -344080.97099382407 16069.859999999717 37932.018210219416 0.703485645738802
346 -344077.14055616385 16069.859999999717 37932.018210219416 0.703485645738802
347 -344077.0207988635 16069.859999999717 37932.018210219416 0.703485645738802
348 -344081.34847014095 16069.859999999717 37932.018210219416 0.703485645738802
349 -344081.4678192705 16069.859999999717 37932.018210219416 0.703485645738802
350 -344078.4978872021 16069.859999999717 37932.018210219416 0.703485645738802
351 -344077.3771319351 16069.859999999717 37932.018210219416 0.703485645738802
352 -344081.583331595 16069.859999999717 37932.018210219416 0.703485645738802
353 -344075.4470829008 16069.859999999717 37932.018210219416 0.703485645738802
354 -344074.3320692358 16069.859999999717 37932.018210219416 0.703485645738802
355 -344077.67117814906 16069.859999999717 37932.018210219416 0.703485645738802
356 -344078.755279682 16069.859999999717 37932.018210219416 0.703485645738802
357 -344077.9590473789 16069.859999999717 37932.018210219416 0.703485645738802
358 -344073.6145866776 16069.859999999717 37932.018210219416 0.703485645738802
359 -344081.9634746275 16069.859999999717 37932.018210219416 0.703485645738802
360 -30150.789978854962 1152.9600000000034 1912.9966855902599 1.0008042024580963
361 -30151.02092186977 1152.9600000000034 1912.9966855902599 1.0008042024580963
362 -30149.604161169176 1152.9600000000034 1912.9966855902599 1.0008042024580963
363 -30151.235674111183 1152.9600000000034 1912.9966855902599 1.0008042024580963
364 -30150.343848216606 1152.9600000000034 1912.9966855902599 1.0008042024580963
365 -30151.27197409725 1152.9600000000034 1912.9966855902599 1.0008042024580963
366 -30150.064713840984 1152.9600000000034 1912.9966855902599 1.0008042024580963
367 -30151.616687907965 1152.9600000000034 1912.9966855902599 1.0008042024580963
368 -30151.581122629264 1152.9600000000034 1912.9966855902599 1.0008042024580963
369 -30151.5279515852 1152.9600000000034 1912.9966855902599 1.0008042024580963
370 -30151.34095495533 1152.9600000000034 1912.9966855902599 1.0008042024580963
371 -30150.313589157748 1152.9600000000034 1912.9966855902599 1.0008042024580963
372 -30150.730739672304 1152.9600000000034 1912.9966855902599 1.0008042024580963
373 -30151.636198470194 1152.9600000000034 1912.9966855902599 1.0008042024580963
374 -30151.221578614342 1152.9600000000034 1912.9966855902599 1.0008042024580963
375 -30151.3939355197 1152.9600000000034 1912.9966855902599 1.0008042024580963
376 -30151.370751420654 1152.9600000000034 1912.9966855902599 1.0008042024580963
377 -30150.927097018226 1152.9600000000034 1912.9966855902599 1.0008042024580963
378 -30151.044922310335 1152.9600000000034 1912.9966855902599 1.0008042024580963
379 -30150.232390388315 1152.9600000000034 1912.9966855902599 1.0008042024580963
380 -30146.5221454106 1152.9600000000034 1912.9966855902599 1.0008042024580963
381 -30146.008693808573 1152.9600000000034 1912.9966855902599 1.0008042024580963
382 -30146.302576754246 1152.9600000000034 1912.9966855902599 1.0008042024580963
383 -30146.12306325493 1152.9600000000034 1912.9966855902599 1.0008042024580963
384 -30146.196180243354 1152.9600000000034 1912.9966855902599 1.0008042024580963
385 -30144.357071653896 1152.9600000000034 1912.9966855902599 1.0008042024580963
